_id,title,slug,listingType,category,supabaseId,tagline,description,websiteURL,brokerType,features,pricingType,pricingStartingFrom,pricingNotes,serviceAreas,worksWith,similarTo,serviceProviders,author,editorNotes,metaDescription,synonyms,isFeatured,badges
"imported-software-mailparser","Mailparser","mailparser","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","Parse data from incoming emails","Extracts structured data from email bodies and attachments into spreadsheets or apps","https://mailparser.io","Mortgage|Asset|Commercial","[{""feature"":""xA5RHbZclPWywUNb30Jeii"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30JfTe"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30Jfvo"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","email parsing|automation middleware|data extraction tool","false",""
"imported-software-zoho","Zoho","zoho","software","439ced47-b17c-460d-b0c1-a1b09d265c0d","","Affordable all-in-one business suite","CRM and business application suite covering sales, support, finance and operations","https://zoho.com","Mortgage|Asset|Commercial","[{""feature"":""Kvp6thepvh0yhb8VrcDKR3"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30Jgq8"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4hJpk"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","business software suite|CRM platform|automation tools","false",""
"imported-software-trello","Trello","trello","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","Visual boards for anything","Kanban-style boards for tasks and workflows","https://trello.com","Mortgage|Asset|Commercial","[{""feature"":""xA5RHbZclPWywUNb30JjGK"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZGpUt"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcDNlW"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","kanban boards|task tracking software","false",""
"imported-software-monday.com","Monday.com","monday.com","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","Work OS for teams & projects","Visual work management platform for projects, pipelines and operations","https://monday.com","Mortgage|Asset|Commercial","[{""feature"":""xA5RHbZclPWywUNb30JjGK"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30JixY"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""feature-dashboards"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","work management platform|workflow OS|project dashboards","false",""
"imported-software-convert-kit","Kit (ConvertKit)","convert-kit","software","c46f5fc0-6cd1-4df3-b893-23e1298878bc","","Email for creators & courses","Email platform for newsletters, creators and simple funnels","https://convertkit.com","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4hQ2E"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4hSJe"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZGrHD"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30JsGr"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","email platform|newsletter software|creator email tools","false",""
"imported-software-mailerlite","MailerLite","mailerlite","software","c46f5fc0-6cd1-4df3-b893-23e1298878bc","","Simple email marketing done right","Lightweight email and landing page platform for small businesses","https://www.mailerlite.com","Mortgage|Asset|Commercial","[{""feature"":""xA5RHbZclPWywUNb30Jsj1"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30JixY"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""MLSdmXlJ7lAOsduI3gUznR"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30JtBB"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","email automation|landing pages|lightweight email tool","false",""
"imported-software-cal-com","Cal.com","cal-com","software","3d66e81e-eecd-4b77-8288-71272c13ffc5","","Open scheduling infrastructure","Open-source scheduling platform for teams and embedded products","https://cal.com","Mortgage|Asset|Commercial","[{""feature"":""ZnCTFuK1wuVwi5TkyZH1x9"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZH2G1"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""AJwmnjU6G4q7lKP2Y3fIN6"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","open scheduling|booking APIs|white-label calendar","false",""
"imported-software-microsoft-bookings","Microsoft Bookings","microsoft-bookings","software","3d66e81e-eecd-4b77-8288-71272c13ffc5","","Booking pages for Microsoft 365","Scheduling pages integrated with Microsoft 365","https://www.microsoft.com/microsoft-365/bookings","Mortgage|Asset|Commercial","[{""feature"":""ZnCTFuK1wuVwi5TkyZH1x9"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4i2Aa"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","free","","","","","","","","","","microsoft bookings|outlook scheduling|appointment booking","false",""
"imported-software-n8n","n8n","n8n","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","Open-source workflow automation","Self-hostable automation tool for building complex workflows","https://n8n.io","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4hcDw"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""4iTBkrn2hpde6XLIlESDDJ"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcDWa3"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","open source automation|workflow engine|system integrations","false",""
"imported-software-make.com","Make.com","make.com","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","Visually build advanced workflows","Scenario-based no/low-code integration and automation platform","https://www.make.com","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4hZIk"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcDVfN"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""AJwmnjU6G4q7lKP2Y3fIN6"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","workflow orchestration|automation builder|no-code integrations","false",""
"imported-software-supermetrics","SuperMetrics","supermetrics","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","Move your marketing data anywhere","Data connector suite for moving marketing data into BI tools and spreadsheets","https://supermetrics.com","Mortgage|Asset|Commercial","[{""feature"":""MLSdmXlJ7lAOsduI3gV2UX"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcDX2O"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4hdnA"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","marketing data connectors|BI integrations|reporting automation","false",""
"imported-software-botpress","Botpress","botpress","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","Open-source conversational AI studio","Framework and cloud platform for building custom AI chatbots","https://botpress.com","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4hZIk"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcDkcS"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""feature-analytics"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","open source chatbot|AI workflows|conversational automation","false",""
"imported-software-phantom-buster","PhantomBuster","phantom-buster","software","c46f5fc0-6cd1-4df3-b893-23e1298878bc","","Automate web actions & scraping","Cloud automations for prospecting, scraping and web workflows","https://phantombuster.com","Mortgage|Asset|Commercial","[{""feature"":""4iTBkrn2hpde6XLIlESDl2"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30Jvu9"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""MLSdmXlJ7lAOsduI3gV34f"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","web scraping|lead automation|growth tools","false",""
"imported-software-hunter","Hunter","hunter","software","c46f5fc0-6cd1-4df3-b893-23e1298878bc","","Find and verify professional emails","Email finder and verifier for B2B prospecting","https://hunter.io","Mortgage|Asset|Commercial","[{""feature"":""Kvp6thepvh0yhb8VrcDc47"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30K04I"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30Jsj1"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","email finder|lead enrichment|list building","false",""
"imported-software-outscraper","Outscraper","outscraper","software","c46f5fc0-6cd1-4df3-b893-23e1298878bc","","Location & maps data at scale","Scraping-as-a-service for Google Maps and SERP data","https://outscraper.com","Mortgage|Asset|Commercial","[{""feature"":""ZnCTFuK1wuVwi5TkyZGtV7"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""G0CUpyBiOC4AmdG0wkZAhR"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4hfrK"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","pay-as-you-go","","","","","","","","","","lead scraping|maps data|location intelligence","false",""
"imported-software-zerobounce","ZeroBounce","zerobounce","software","c46f5fc0-6cd1-4df3-b893-23e1298878bc","","Email checker & list hygiene","Email verification platform for improving deliverability and reducing bounce rates","https://zerobounce.net","Mortgage|Asset|Commercial","[{""feature"":""4iTBkrn2hpde6XLIlESG7q"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4hkZ0"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4hkqg"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","pay-as-you-go","","","","","","","","","","email verification|list hygiene|deliverability","false",""
"imported-software-zoho-calendar","Zoho Calendar","zoho-calendar","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","Zoho's business calendar","Calendar application within the Zoho ecosystem","https://www.zoho.com/calendar","Mortgage|Asset|Commercial","[{""feature"":""Kvp6thepvh0yhb8VrcDq2T"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcDqp3"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","business calendar|Zoho scheduling|team calendars","false",""
"imported-software-instantly","Instantly","instantly","software","c46f5fc0-6cd1-4df3-b893-23e1298878bc","","Scale cold email safely","Cold email sending, inbox rotation and warm-up platform","https://instantly.ai","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4hhM8"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30Jsj1"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4hhdo"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","cold email software|outbound email|deliverability tools","false",""
"imported-software-smart-leads","SmartLead","smart-leads","software","c46f5fc0-6cd1-4df3-b893-23e1298878bc","","Multi-channel outbound platform","Outbound email platform with mailbox management and routing","https://smartlead.ai","Mortgage|Asset|Commercial","[{""feature"":""4iTBkrn2hpde6XLIlESEiY"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4hSJe"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZGRan"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","outbound email|cold outreach|email automation","false",""
"imported-software-dragapp","DragApp","dragapp","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","Collaborative Gmail workspace","Shared inbox and task boards built directly inside Gmail","https://www.dragapp.com","Mortgage|Asset|Commercial","[{""feature"":""ZnCTFuK1wuVwi5TkyZGwXp"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""4iTBkrn2hpde6XLIlESHBJ"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZGwzP"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","shared inbox|gmail collaboration|task management","false",""
"imported-software-google-calendar","Google Calendar","google-calendar","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","Calendar for work and life","Core scheduling app within Google Workspace","https://calendar.google.com","Mortgage|Asset|Commercial","[{""feature"":""ZnCTFuK1wuVwi5TkyZH30T"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30K544"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcDq2T"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","free","","","","","","","","","","google calendar|scheduling app|meeting planner","false",""
"imported-software-gmass","Gmass","gmass","software","c46f5fc0-6cd1-4df3-b893-23e1298878bc","","Mail merge for Gmail","Gmail-based mail merge and campaign sending tool","https://www.gmass.co","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4hi4K"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcDX2O"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcDa6f"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","gmail mail merge|email campaigns|outreach tool","false",""
"imported-software-sortd","Sortd","sortd","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","Gmail-centric sales workspace","Turn Gmail into a task and sales workspace with boards and pipelines","https://sortd.com","Mortgage|Asset|Commercial","[{""feature"":""xA5RHbZclPWywUNb30K49k"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30K544"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZGxoD"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","gmail CRM|email-based task management","false",""
"imported-software-calendly","Calendly","calendly","software","3d66e81e-eecd-4b77-8288-71272c13ffc5","","Easy scheduling ahead","Self-service scheduling links with routing and reminders","https://calendly.com","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4hwgI"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30KENN"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""MLSdmXlJ7lAOsduI3gV34f"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30K544"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","meeting scheduling|booking links|calendar automation","false",""
"imported-software-mail-reef","MailReef","mail-reef","software","439ced47-b17c-460d-b0c1-a1b09d265c0d","","Cold email mailbox infrastructure","Infrastructure platform for email deliverability, warm-up and inbox health","https://www.mailreef.com","Mortgage|Asset|Commercial","[{""feature"":""xA5RHbZclPWywUNb30JzJM"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4hhdo"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4hjQI"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","email infrastructure|deliverability tools|cold email setup","false",""
"imported-software-voiceflow","Voiceflow","voiceflow","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","Design, build & launch AI agents","Platform for designing and deploying chat and voice AI assistants","https://voiceflow.com","Mortgage|Asset|Commercial","[{""feature"":""Kvp6thepvh0yhb8VrcDj7L"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30KB2r"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4hsGI"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""feature-analytics"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","AI agents|chatbot builder|conversational AI","false",""
"imported-software-tidycal","TidyCal","tidycal","software","3d66e81e-eecd-4b77-8288-71272c13ffc5","","Simple, affordable booking","Lightweight scheduling tool by AppSumo","https://tidycal.com","Mortgage|Asset|Commercial","[{""feature"":""ZnCTFuK1wuVwi5TkyZH1x9"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZH2dF"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","pay-as-you-go","","","","","","","","","","booking tool|simple scheduler|appointment booking","false",""
"imported-software-streamyard","StreamYard","streamyard","software","","","Live stream studio in your browser","Browser-based live streaming studio for multiple platforms.","https://streamyard.com","Mortgage|Asset|Commercial","[{""feature"":""5efHcOJNiYyItLRPzSCcMX"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""5efHcOJNiYyItLRPzSCctV"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""fl19PMOwiolq9r1UNFcDBJ"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","","false",""
"imported-software-surveyMonkey","SurveyMonkey","surveyMonkey","software","3d66e81e-eecd-4b77-8288-71272c13ffc5","","SurveyMonkey","SurveyMonkey","https://www.surveymonkey.com","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4iQlG"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4gjTs"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZHGnT"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","form builder|online forms|document collection","false",""
"imported-software-acuity-scheduling","Acuity Scheduling","acuity-scheduling","software","3d66e81e-eecd-4b77-8288-71272c13ffc5","","Client-facing booking for businesses","Advanced scheduling and intake platform","https://acuityscheduling.com","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4i3S8"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcDuPi"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30K544"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","client scheduling|intake forms|appointment payments","false",""
"imported-software-typeform","Typeform","typeform","software","3d66e81e-eecd-4b77-8288-71272c13ffc5","","Make forms people actually like","Conversational forms with strong UX","https://www.typeform.com","Mortgage|Asset|Commercial","[{""feature"":""feature-conditional-logic"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4i4Ek"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","conversational forms|online forms|lead capture","false",""
"imported-software-siteground","SiteGround","siteground","software","439ced47-b17c-460d-b0c1-a1b09d265c0d","","Managed WordPress hosting","Popular managed WordPress hosting for performance and reliability","https://www.siteground.com","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4inMC"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcEkC5"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4ioma"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcEaCg"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","managed wordpress hosting|website hosting|wp hosting","false",""
"imported-software-jotform","Jotform","jotform","software","3d66e81e-eecd-4b77-8288-71272c13ffc5","","Powerful online forms made easy","Versatile form builder with approvals and PDFs","https://www.jotform.com","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4iQlG"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4gjTs"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZHGnT"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","form builder|online forms|document collection","false",""
"imported-software-godaddy","GoDaddy","godaddy","software","439ced47-b17c-460d-b0c1-a1b09d265c0d","","Domains, websites & more","Global domain registrar and hosting provider","https://www.godaddy.com","Mortgage|Asset|Commercial","[{""feature"":""rpevsbPjJ12Ue14Cl2mjp9"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""fl19PMOwiolq9r1UNFbWZN"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""fl19PMOwiolq9r1UNFbX3Z"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""fl19PMOwiolq9r1UNFbO2z"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","domain registrar|web hosting|website builder","false",""
"imported-software-google-forms","Google Forms","google-forms","software","3d66e81e-eecd-4b77-8288-71272c13ffc5","","Free forms in your Google account","Simple form and survey builder","https://forms.google.com","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4iSBe"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcEFxg"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","free","","","","","","","","","","free forms|google surveys|data collection","false",""
"imported-software-feathery","Feathery","feathery","software","3d66e81e-eecd-4b77-8288-71272c13ffc5","","Developer-grade forms without heavy code","Advanced embedded forms with logic and APIs","https://feathery.io","Mortgage|Asset|Commercial","[{""feature"":""feature-conditional-logic"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""AJwmnjU6G4q7lKP2Y3fIN6"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","advanced forms|embedded forms|form APIs","false",""
"imported-software-survey-monkey","SurveyMonkey","survey-monkey","software","3d66e81e-eecd-4b77-8288-71272c13ffc5","","Create surveys and collect responses","Survey builder with analytics and integrations","https://www.surveymonkey.com","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4iSBe"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcEIFN"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""feature-analytics"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","survey builder|online surveys|market research","false",""
"imported-software-tally-so","Tally","tally-so","software","3d66e81e-eecd-4b77-8288-71272c13ffc5","","Notion-style forms in minutes","Minimalist form builder with generous free tier","https://tally.so","Mortgage|Asset|Commercial","[{""feature"":""Kvp6thepvh0yhb8VrcEPAV"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcEZ9u"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","notion forms|simple forms|online surveys","false",""
"imported-software-fastcomet","FastComet","fastcomet","software","439ced47-b17c-460d-b0c1-a1b09d265c0d","","Fast cloud hosting worldwide","Cloud hosting provider with global locations","https://www.fastcomet.com","Mortgage|Asset|Commercial","[{""feature"":""ZnCTFuK1wuVwi5TkyZHKKf"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcEaCg"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZHNkb"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","cloud hosting|VPS hosting|website hosting","false",""
"imported-software-carrd","Carrd","carrd","software","c46f5fc0-6cd1-4df3-b893-23e1298878bc","","Simple one-page sites","Lightweight builder for one-page websites and funnels","https://carrd.co","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4gjCC"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZGrHD"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4i4Ek"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","one page sites|landing page builder|simple websites","false",""
"imported-software-fathom","Fathom","fathom","software","","","Free AI meeting assistant","AI meeting assistant that records calls and creates searchable summaries.","https://fathom.video","Mortgage|Asset|Commercial","[{""feature"":""fl19PMOwiolq9r1UNFcDBJ"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4jix2"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""feature-ai-summaries"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""fl19PMOwiolq9r1UNFcLpF"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","ai meeting assistant|call summaries|meeting transcription","false",""
